ID,Author,Year_paper,Title,LontitudeE,LatitudeN,Province,Site,Rainfall[mm/year],Year_experiment,FieldType,Treatment,SamplingDepth[cm],SoilType,Soil_type_FAO1,Soil_type_FAO2,pH_h2o[],BulkDensity[g/cm3],SOM[g/kg],CEC[cmol/kg],clay[%],Silt[%],Sand[%],Alox[mg/kg],Feox[mg/kg],Fe[mmol/kg],Al[mmol/kg],Extractant,CaCO3[g/kg],CaM3[mmol/kg],WaterP[mg/kg],CaCl2P[mg/kg],OlsenP[mg/kg],OxalateP[mg/kg],BrayP[mg/kg],CALP[mg/kg],M3P[mg/kg],TotalP[mg/kg],Qmax,Qmax_Unit,KL,KLNEW,KL_Unit,KL_UnitNEW,EPC0[mg/L],MBC,MBC_eq,MBC_unit,PBC,PBC_eq,PBC_unit,MPBC,MPBC_eq,MPBC_unit,DPS[%],DPS_eq,DPS_unit,PAC,PAC_eq,PAC_unit,PSI,PSI_eq,EPC0,
395,XiaoYan,2019,几种典型酸性旱地土壤磷吸附的关键影响因素,115.95,28.55,Jiangxi,Nanchang,,,grassland,,0-20,红壤,Ferrosols,Ferrosols,6.37,,4.25,,,,,220,900,16.07142857,8.148148148,acid ammonium oxalate,,,,,1.3,,5.8,,,,300.24,mg/kg,0.79,0.79,L/mg,L/mg,,,,,,,,,,,,,,,,,,,,
396,XiaoYan,2019,几种典型酸性旱地土壤磷吸附的关键影响因素,115.95,28.55,Jiangxi,Nanchang,,,forest,,0-20,红壤,Ferrosols,Ferrosols,4.52,,21.95,,,,,1600,3100,55.35714286,59.25925926,acid ammonium oxalate,,,,,3.6,,6.4,,,,881.01,mg/kg,0.52,0.52,L/mg,L/mg,,,,,,,,,,,,,,,,,,,,
397,XiaoYan,2019,几种典型酸性旱地土壤磷吸附的关键影响因素,115.95,28.55,Jiangxi,Nanchang,,,nothing,,0-20,红壤,Ferrosols,Ferrosols,6.94,,8.92,,,,,610,610,10.89285714,22.59259259,acid ammonium oxalate,,,,,2.6,,9.8,,,,392.16,mg/kg,0.16,0.16,L/mg,L/mg,,,,,,,,,,,,,,,,,,,,
398,XiaoYan,2019,几种典型酸性旱地土壤磷吸附的关键影响因素,115.95,28.55,Jiangxi,Nanchang,,,forest,,0-20,鳝泥土,Ferrosols,Ferrosols,6.29,,17.88,,,,,700,3700,66.07142857,25.92592593,acid ammonium oxalate,,,,,102,,514,,,,321.18,mg/kg,0.09,0.09,L/mg,L/mg,,,,,,,,,,,,,,,,,,,,
399,XiaoYan,2019,几种典型酸性旱地土壤磷吸附的关键影响因素,115.95,28.55,Jiangxi,Nanchang,,,forest,,0-20,鳝泥土,Ferrosols,Ferrosols,6.59,,13.4,,,,,650,3100,55.35714286,24.07407407,acid ammonium oxalate,,,,,33,,51,,,,299.67,mg/kg,1.33,1.33,L/mg,L/mg,,,,,,,,,,,,,,,,,,,,
400,XiaoYan,2019,几种典型酸性旱地土壤磷吸附的关键影响因素,115.95,28.55,Jiangxi,Nanchang,,,vegetable,,0-20,黄泥土,Ferrosols,Ferrosols,4.42,,14.4,,,,,1400,3400,60.71428571,51.85185185,acid ammonium oxalate,,,,,9,,5.6,,,,605.53,mg/kg,0.52,0.52,L/mg,L/mg,,,,,,,,,,,,,,,,,,,,
401,XiaoYan,2019,几种典型酸性旱地土壤磷吸附的关键影响因素,115.95,28.55,Jiangxi,Nanchang,,,vegetable,,0-20,黄泥土,Ferrosols,Ferrosols,4.58,,11.01,,,,,1600,2700,48.21428571,59.25925926,acid ammonium oxalate,,,,,4.4,,4.9,,,,930.74,mg/kg,1.13,1.13,L/mg,L/mg,,,,,,,,,,,,,,,,,,,,
402,XiaoYan,2019,几种典型酸性旱地土壤磷吸附的关键影响因素,115.95,28.55,Jiangxi,Nanchang,,,vegetable,,0-20,黄泥土,Ferrosols,Ferrosols,4.89,,7.71,,,,,1600,2500,44.64285714,59.25925926,acid ammonium oxalate,,,,,7.2,,5.2,,,,676.03,mg/kg,0.97,0.97,L/mg,L/mg,,,,,,,,,,,,,,,,,,,,
403,XiaoYan,2019,几种典型酸性旱地土壤磷吸附的关键影响因素,115.95,28.55,Jiangxi,Nanchang,,,grassland,,0-20,山地草甸土,Fluvisols,Fluvisols,4.66,,50.64,,,,,980,2700,48.21428571,36.2962963,acid ammonium oxalate,,,,,9.4,,14,,,,452.01,mg/kg,0.76,0.76,L/mg,L/mg,,,,,,,,,,,,,,,,,,,,
404,XiaoYan,2019,几种典型酸性旱地土壤磷吸附的关键影响因素,115.95,28.55,Jiangxi,Nanchang,,,cropland,,0-20,紫色土,Inceptisols,Inceptisols,4.48,,25.09,,,,,2000,3500,62.5,74.07407407,acid ammonium oxalate,,,,,8.8,,18,,,,745.07,mg/kg,1.5,1.5,L/mg,L/mg,,,,,,,,,,,,,,,,,,,,
405,XiaoYan,2019,几种典型酸性旱地土壤磷吸附的关键影响因素,115.95,28.55,Jiangxi,Nanchang,,,cropland,,0-20,紫色土,Inceptisols,Inceptisols,4.52,,14.37,,,,,1900,3500,62.5,70.37037037,acid ammonium oxalate,,,,,0.7,,7.9,,,,729.98,mg/kg,0.66,0.66,L/mg,L/mg,,,,,,,,,,,,,,,,,,,,
406,XiaoYan,2019,几种典型酸性旱地土壤磷吸附的关键影响因素,115.95,28.55,Jiangxi,Nanchang,,,cropland,,0-20,紫色土,Inceptisols,Inceptisols,5.09,,22.86,,,,,1800,3200,57.14285714,66.66666667,acid ammonium oxalate,,,,,5,,6.2,,,,877.68,mg/kg,1.15,1.15,L/mg,L/mg,,,,,,,,,,,,,,,,,,,,
407,XiaoYan,2019,几种典型酸性旱地土壤磷吸附的关键影响因素,115.95,28.55,Jiangxi,Nanchang,,,grassland,,0-20,紫色土,Inceptisols,Inceptisols,5.98,,16.55,,,,,2000,4200,75,74.07407407,acid ammonium oxalate,,,,,61,,66,,,,545.95,mg/kg,0.38,0.38,L/mg,L/mg,,,,,,,,,,,,,,,,,,,,
408,XiaoYan,2019,几种典型酸性旱地土壤磷吸附的关键影响因素,115.95,28.55,Jiangxi,Nanchang,,,grassland,,0-20,紫色土,Inceptisols,Inceptisols,4.91,,5.15,,,,,2200,4500,80.35714286,81.48148148,acid ammonium oxalate,,,,,2.5,,6.3,,,,1076.43,mg/kg,1.53,1.53,L/mg,L/mg,,,,,,,,,,,,,,,,,,,,
409,Xiaomei Gou,2020,Effects of different long-term cropping systems on phosphorus adsorption and desorption characteristics in red soils,102.11,26.89,Sichuan,Miyi,,,abandoned cropland,,0-20,red soils,Ferralosols,Ferralosols,5.18,,11.74,7.08,38.3,,,1190,3600,64.28571429,44.07407407,acid ammonium oxalate,,,,,12.54,,,,,2130,3856.68,mg/kg,0.006,0.006,L/mg,L/mg,,,,,,,,,,,,,,,,,,,,
410,Xiaomei Gou,2020,Effects of different long-term cropping systems on phosphorus adsorption and desorption characteristics in red soils,102.11,26.89,Sichuan,Miyi,,,cropland,,0-20,red soils,Ferralosols,Ferralosols,5.26,,26.7,6.32,37.9,,,1450,2810,50.17857143,53.7037037,acid ammonium oxalate,,,,,12.82,,,,,2320,1865.09,mg/kg,0.01,0.01,L/mg,L/mg,,,,,,,,,,,,,,,,,,,,
411,Xiaomei Gou,2020,Effects of different long-term cropping systems on phosphorus adsorption and desorption characteristics in red soils,102.11,26.89,Sichuan,Miyi,,,cropland,,0-20,red soils,Ferralosols,Ferralosols,5.29,,19.99,8.25,33.6,,,1600,3250,58.03571429,59.25925926,acid ammonium oxalate,,,,,43.96,,,,,3980,1253.99,mg/kg,0.016,0.016,L/mg,L/mg,,,,,,,,,,,,,,,,,,,,
412,Xiaomei Gou,2020,Effects of different long-term cropping systems on phosphorus adsorption and desorption characteristics in red soils,102.11,26.89,Sichuan,Miyi,,,cropland,,0-20,red soils,Ferralosols,Ferralosols,6.78,,9.37,20.08,8.8,,,520,2050,36.60714286,19.25925926,acid ammonium oxalate,,,,,116.64,,,,,4030,619.86,mg/kg,0.033,0.033,L/mg,L/mg,,,,,,,,,,,,,,,,,,,,
413,Xiaomei Gou,2020,Effects of different long-term cropping systems on phosphorus adsorption and desorption characteristics in red soils,102.11,26.89,Sichuan,Miyi,,,tobacco,,0-20,red soils,Ferralosols,Ferralosols,5.46,,12.32,6.45,32.3,,,1240,2200,39.28571429,45.92592593,acid ammonium oxalate,,,,,10.07,,,,,2240,3477.17,mg/kg,0.007,0.007,L/mg,L/mg,,,,,,,,,,,,,,,,,,,,
414,Xiaomei Gou,2020,Effects of different long-term cropping systems on phosphorus adsorption and desorption characteristics in red soils,102.11,26.89,Sichuan,Miyi,,,tobacco-walnut,,0-20,red soils,Ferralosols,Ferralosols,5.36,,12.57,3.72,39.6,,,1480,3200,57.14285714,54.81481481,acid ammonium oxalate,,,,,19.55,,,,,2700,1626.27,mg/kg,0.019,0.019,L/mg,L/mg,,,,,,,,,,,,,,,,,,,,
415,Fang Yang,2006,不同施肥条件下旱地红壤磷素固定及影响因素的研究,117.07,28.26,Jiangxi,Yingtan,,,cropland,,0-20,red soils,Ferralosols,Ferralosols,5.58,,11.46,,,,,1160,1060,18.92857143,42.96296296,acid ammonium oxalate,133.0000019,,,,39.59,,,,,500,710,mg/kg,0.041,0.041,L/mg,L/mg,,,,,,,,,,,,,,,,,,,,
416,Fang Yang,2006,不同施肥条件下旱地红壤磷素固定及影响因素的研究,117.07,28.26,Jiangxi,Yingtan,,,cropland,,0-20,red soils,Ferralosols,Ferralosols,5.62,,13.43,,,,,1140,1180,21.07142857,42.22222222,acid ammonium oxalate,133.0000019,,,,40.7,,,,,500,630,mg/kg,0.023,0.023,L/mg,L/mg,,,,,,,,,,,,,,,,,,,,
417,Fang Yang,2006,不同施肥条件下旱地红壤磷素固定及影响因素的研究,117.07,28.26,Jiangxi,Yingtan,,,cropland,,0-20,red soils,Ferralosols,Ferralosols,5.49,,11.68,,,,,1070,920,16.42857143,39.62962963,acid ammonium oxalate,133.0000019,,,,42.65,,,,,510,630,mg/kg,0.028,0.028,L/mg,L/mg,,,,,,,,,,,,,,,,,,,,
418,Fang Yang,2006,不同施肥条件下旱地红壤磷素固定及影响因素的研究,117.07,28.26,Jiangxi,Yingtan,,,cropland,,0-20,red soils,Ferralosols,Ferralosols,6.01,,15.14,,,,,1030,1170,20.89285714,38.14814815,acid ammonium oxalate,133.0000019,,,,127.7,,,,,1360,450,mg/kg,0.007,0.007,L/mg,L/mg,,,,,,,,,,,,,,,,,,,,
419,Fang Yang,2006,不同施肥条件下旱地红壤磷素固定及影响因素的研究,117.07,28.26,Jiangxi,Yingtan,,,cropland,,0-20,red soils,Ferralosols,Ferralosols,4.5,,8.18,,,,,1520,1260,22.5,56.2962963,acid ammonium oxalate,133.0000019,,,,9.27,,,,,270,1430,mg/kg,0.042,0.042,L/mg,L/mg,,,,,,,,,,,,,,,,,,,,
420,Fang Yang,2006,不同施肥条件下旱地红壤磷素固定及影响因素的研究,117.07,28.26,Jiangxi,Yingtan,,,cropland,,0-20,red soils,Ferralosols,Ferralosols,5.66,,10.04,,,,,1140,1070,19.10714286,42.22222222,acid ammonium oxalate,133.0000019,,,,53.3,,,,,550,590,mg/kg,0.042,0.042,L/mg,L/mg,,,,,,,,,,,,,,,,,,,,
421,Fang Yang,2006,不同施肥条件下旱地红壤磷素固定及影响因素的研究,117.07,28.26,Jiangxi,Yingtan,,,cropland,,0-20,red soils,Ferralosols,Ferralosols,7.07,,11.2,,,,,1220,1380,24.64285714,45.18518519,acid ammonium oxalate,133.0000019,,,,53.2,,,,,650,670,mg/kg,0.032,0.032,L/mg,L/mg,,,,,,,,,,,,,,,,,,,,
422,Fang Yang,2006,不同施肥条件下旱地红壤磷素固定及影响因素的研究,117.07,28.26,Jiangxi,Yingtan,,,cropland,,0-20,red soils,Ferralosols,Ferralosols,6.27,,12.55,,,,,1300,1290,23.03571429,48.14814815,acid ammonium oxalate,133.0000019,,,,58.75,,,,,700,710,mg/kg,0.028,0.028,L/mg,L/mg,,,,,,,,,,,,,,,,,,,,
423,Xingyong Jia,2011,土壤性质对外源磷化学有效性及吸附解吸的影响研究,110.2,20.05,Hainan,Haikou,,,,,,,Fluvisols,Fluvisols,4.93,,15.1,8.75,24,,,1736,1337,23.875,64.2962963,acid ammonium oxalate,NA,,,,8.9,,,,,451,625,mg/kg,0.006199148,0.006199148,L/mg,L/mg,,,,,,,,,,,,,,,,,,,,
424,Xingyong Jia,2011,土壤性质对外源磷化学有效性及吸附解吸的影响研究,111.87,26.75,Hunan,Qiyang,,,,,,,Ferrosols,Ferrosols,5.31,,8.7,7.47,48,,,1326,1146,20.46428571,49.11111111,acid ammonium oxalate,NA,,,,4,,,,,292,434.7826087,mg/kg,0.101321586,0.101321586,L/mg,L/mg,,,,,,,,,,,,,,,,,,,,
425,Xingyong Jia,2011,土壤性质对外源磷化学有效性及吸附解吸的影响研究,117.07,28.26,Zhejiang,Jiaxing,,,,,,,Ferralosols,Ferralosols,6.7,,14.2,19.33,47,,,1106,6212,110.9285714,40.96296296,acid ammonium oxalate,NA,,,,16.6,,,,,567,500,mg/kg,0.051020408,0.051020408,L/mg,L/mg,,,,,,,,,,,,,,,,,,,,
426,Xingyong Jia,2011,土壤性质对外源磷化学有效性及吸附解吸的影响研究,120.15,30.33,Zhejiang,Hangzhou,,,,,,,Anthrosols,Anthrosols,6.8,,24.6,12.83,21,,,1003,4980,88.92857143,37.14814815,acid ammonium oxalate,NA,,,,16.3,,,,,1321,555.5555556,mg/kg,0.028892456,0.028892456,L/mg,L/mg,,,,,,,,,,,,,,,,,,,,
427,Xingyong Jia,2011,土壤性质对外源磷化学有效性及吸附解吸的影响研究,107.55,29.75,Chongqing,Chongqing,,,,,,,Inceptisols,Inceptisols,7.12,,9.9,22.3,46,,,603,989,17.66071429,22.33333333,acid ammonium oxalate,NA,,,,5.2,,,,,330,166.6666667,mg/kg,0.076335878,0.076335878,L/mg,L/mg,,,,,,,,,,,,,,,,,,,,
428,Xingyong Jia,2011,土壤性质对外源磷化学有效性及吸附解吸的影响研究,108.13,34.45,Shaanxi,Yangling,,,,,,,Chernozems,Chernozems,8.83,,6.2,8.46,14,,,863,707,12.625,31.96296296,acid ammonium oxalate,89.2,,,,9.1,,,,,590,370.3703704,mg/kg,0.038189533,0.038189533,L/mg,L/mg,,,,,,,,,,,,,,,,,,,,
429,Xingyong Jia,2011,土壤性质对外源磷化学有效性及吸附解吸的影响研究,113.63,34.75,Henan,Zhengzhou,,,,,,,Fluvisols,Fluvisols,8.86,,15.7,8.5,21,,,482,581,10.375,17.85185185,acid ammonium oxalate,1.5,,,,6.31,,,,,675,416.6666667,mg/kg,0.008898776,0.008898776,L/mg,L/mg,,,,,,,,,,,,,,,,,,,,
430,Xingyong Jia,2011,土壤性质对外源磷化学有效性及吸附解吸的影响研究,100.78,39.55,Gansu,Zhangye,,,,,,,Anthrosols,Anthrosols,8.86,,10.2,8.08,32,,,674,1980,35.35714286,24.96296296,acid ammonium oxalate,77.5,,,,10.1,,,,,849,370.3703704,mg/kg,0.012402389,0.012402389,L/mg,L/mg,,,,,,,,,,,,,,,,,,,,
431,Xingyong Jia,2011,土壤性质对外源磷化学有效性及吸附解吸的影响研究,116.35,37.44,shandong,dezhou,,,,,,,Fluvisols,Fluvisols,8.9,,6.9,8.33,21,,,497,644,11.5,18.40740741,acid ammonium oxalate,61.7,,,,5.45,,,,,992,344.8275862,mg/kg,0.016801854,0.016801854,L/mg,L/mg,,,,,,,,,,,,,,,,,,,,
432,Xingyong Jia,2011,土壤性质对外源磷化学有效性及吸附解吸的影响研究,116.67,39.52,Hebei,Langfang ,,,,,,,Fluvisols,Fluvisols,8.84,,6,6.36,47,,,291,537,9.589285714,10.77777778,acid ammonium oxalate,24.2,,,,9.3,,,,,603,131.5789474,mg/kg,0.008800371,0.008800371,L/mg,L/mg,,,,,,,,,,,,,,,,,,,,
433,Xingyong Jia,2011,土壤性质对外源磷化学有效性及吸附解吸的影响研究,114.53,38.09,Hebei,Shijiazhuang,,,,,,,Fluvisols,Fluvisols,8.19,,10,11.71,21,,,734,826,14.75,27.18518519,acid ammonium oxalate,38.4,,,,12.1,,,,,369,270.2702703,mg/kg,0.021803182,0.021803182,L/mg,L/mg,,,,,,,,,,,,,,,,,,,,
434,Xingyong Jia,2011,土壤性质对外源磷化学有效性及吸附解吸的影响研究,115.52,40.5,Beijing,lingshan,,,,,,,Fluvisols,Fluvisols,7.48,,42.8,22.6,21,,,1304,1697,30.30357143,48.2962963,acid ammonium oxalate,42.7,,,,4.06,,,,,747,312.5,mg/kg,0.0279965,0.0279965,L/mg,L/mg,,,,,,,,,,,,,,,,,,,,
435,Xingyong Jia,2011,土壤性质对外源磷化学有效性及吸附解吸的影响研究,119.76,49.22,Neimenggu,Hulunbeier,,,,,,,Anthrosols,Anthrosols,7.66,,26.6,22.74,,,,1441,2477,44.23214286,53.37037037,acid ammonium oxalate,2.7,,,,9.08,,,,,315,384.6153846,mg/kg,0.114035088,0.114035088,L/mg,L/mg,,,,,,,,,,,,,,,,,,,,
436,Xingyong Jia,2011,土壤性质对外源磷化学有效性及吸附解吸的影响研究,87.61,43.87,Xinjiang,Ulumuqi,,,,,,,Calcisols,Calcisols,8.72,,8.7,10.31,19,,,551,600,10.71428571,20.40740741,acid ammonium oxalate,50.8,,,,3.62,,,,,612,370.3703704,mg/kg,0.00809838,0.00809838,L/mg,L/mg,,,,,,,,,,,,,,,,,,,,
437,Xingyong Jia,2011,土壤性质对外源磷化学有效性及吸附解吸的影响研究,124.82,43.51,Jilin,Gongzhuling,,,,,,,Anthrosols,Anthrosols,7.82,,21.7,28.76,23,,,1786,1447,25.83928571,66.14814815,acid ammonium oxalate,2.7,,,,18.8,,,,,538,400,mg/kg,0.095057034,0.095057034,L/mg,L/mg,,,,,,,,,,,,,,,,,,,,
438,Xingyong Jia,2011,土壤性质对外源磷化学有效性及吸附解吸的影响研究,126.86,47.79,Heilongjiang,Hailun,,,,,,,Phaeozems,Phaeozems,6.56,,30.3,33.59,5,,,1954,3298,58.89285714,72.37037037,acid ammonium oxalate,NA,,,,12.6,,,,,628,555.5555556,mg/kg,0.049586777,0.049586777,L/mg,L/mg,,,,,,,,,,,,,,,,,,,,
439,Xingyong Jia,2011,土壤性质对外源磷化学有效性及吸附解吸的影响研究,113.3,23.18,Guangdong,Guangzhou,,,,,,,Anthrosols,Anthrosols,7.27,,14.7,8.3,46,,,532,1811,32.33928571,19.7037037,acid ammonium oxalate,1.5,,,,9.17,,,,,481,400,mg/kg,0.023191095,0.023191095,L/mg,L/mg,,,,,,,,,,,,,,,,,,,,
440,Jianfeng Ning,2022,Phosphorus status and adsorption characteristics of perennial vegetable cultivated soils in south China,113.3,23.18,Guangdong,Guangzhou,,2019,Vegetable,,0-20,,Anthrosols,Anthrosols,5.92,,26.38,13.12,27,52.4,20.6,3060,3730,66.60714286,113.3333333,acid ammonium oxalate,,,,,109.8,,,,,1640,434.78,mg/kg,0.03,,L/mg,L/mg,0.001,13.0434,Smax*KL,L/kg,,,,,,,,,,,,,,,,
441,Jianfeng Ning,2022,Phosphorus status and adsorption characteristics of perennial vegetable cultivated soils in south China,113.3,23.18,Guangdong,Guangzhou,,2019,Vegetable,,0-20,,Anthrosols,Anthrosols,5.05,,37.84,17,19,48.4,32.6,3230,9680,172.8571429,119.6296296,acid ammonium oxalate,,,,,228.71,,,,,2590,909.09,mg/kg,0.017,,L/mg,L/mg,0.046,15.45453,Smax*KL,L/kg,,,,,,,,,,,,,,,,
442,Jianfeng Ning,2022,Phosphorus status and adsorption characteristics of perennial vegetable cultivated soils in south China,113.3,23.18,Guangdong,Guangzhou,,2019,Vegetable,,0-20,,Anthrosols,Anthrosols,5.83,,20.57,4.71,25,28.8,46.2,1730,2270,40.53571429,64.07407407,acid ammonium oxalate,,,,,13.8,,,,,870,666.67,mg/kg,0.056,,L/mg,L/mg,0.004,37.33352,Smax*KL,L/kg,,,,,,,,,,,,,,,,
443,Jianfeng Ning,2022,Phosphorus status and adsorption characteristics of perennial vegetable cultivated soils in south China,113.3,23.18,Guangdong,Guangzhou,,2019,Vegetable,,0-20,,Anthrosols,Anthrosols,5.61,,20.53,13.86,25,48.4,26.6,2110,7830,139.8214286,78.14814815,acid ammonium oxalate,,,,,101.27,,,,,1420,666.67,mg/kg,0.033,,L/mg,L/mg,0.015,22.00011,Smax*KL,L/kg,,,,,,,,,,,,,,,,
444,Jianfeng Ning,2022,Phosphorus status and adsorption characteristics of perennial vegetable cultivated soils in south China,113.3,23.18,Guangdong,Guangzhou,,2019,Vegetable,,0-20,,Anthrosols,Anthrosols,5.04,,17.36,7.8,29.4,51.4,19.2,2310,4870,86.96428571,85.55555556,acid ammonium oxalate,,,,,179.35,,,,,1750,526.32,mg/kg,0.023,,L/mg,L/mg,0.028,12.10536,Smax*KL,L/kg,,,,,,,,,,,,,,,,
445,Jianfeng Ning,2022,Phosphorus status and adsorption characteristics of perennial vegetable cultivated soils in south China,113.3,23.18,Guangdong,Guangzhou,,2019,Vegetable,,0-20,,Anthrosols,Anthrosols,6.46,,14.26,7.64,22.2,41.2,36.6,1910,2580,46.07142857,70.74074074,acid ammonium oxalate,,,,,119.67,,,,,1350,312.5,mg/kg,0.064,,L/mg,L/mg,0.022,20,Smax*KL,L/kg,,,,,,,,,,,,,,,,
446,Jianfeng Ning,2022,Phosphorus status and adsorption characteristics of perennial vegetable cultivated soils in south China,113.3,23.18,Guangdong,Guangzhou,,2019,Vegetable,,0-20,,Anthrosols,Anthrosols,6.14,,11.83,6.92,19.4,41.6,39,1890,4040,72.14285714,70,acid ammonium oxalate,,,,,74.35,,,,,960,588.24,mg/kg,0.039,,L/mg,L/mg,0.015,22.94136,Smax*KL,L/kg,,,,,,,,,,,,,,,,
447,Jianfeng Ning,2022,Phosphorus status and adsorption characteristics of perennial vegetable cultivated soils in south China,113.3,23.18,Guangdong,Guangzhou,,2019,Vegetable,,0-20,,Anthrosols,Anthrosols,7.23,,27.83,7.6,13.8,46,40.2,1790,5040,90,66.2962963,acid ammonium oxalate,,,,,167.04,,,,,2070,142.86,mg/kg,0.123,,L/mg,L/mg,0.065,17.57178,Smax*KL,L/kg,,,,,,,,,,,,,,,,
448,Jianfeng Ning,2022,Phosphorus status and adsorption characteristics of perennial vegetable cultivated soils in south China,113.3,23.18,Guangdong,Guangzhou,,2019,Vegetable,,0-20,,Anthrosols,Anthrosols,5.87,,18.55,6.12,15.8,46.6,37.6,2050,4090,73.03571429,75.92592593,acid ammonium oxalate,,,,,106.98,,,,,1330,312.5,mg/kg,0.079,,L/mg,L/mg,0.008,24.6875,Smax*KL,L/kg,,,,,,,,,,,,,,,,
449,Jianfeng Ning,2022,Phosphorus status and adsorption characteristics of perennial vegetable cultivated soils in south China,113.3,23.18,Guangdong,Guangzhou,,2019,Vegetable,,0-20,,Anthrosols,Anthrosols,5.12,,25.22,8.15,19.8,38.2,42,2030,5570,99.46428571,75.18518519,acid ammonium oxalate,,,,,179.74,,,,,1860,500,mg/kg,0.018,,L/mg,L/mg,0.085,9,Smax*KL,L/kg,,,,,,,,,,,,,,,,
450,Jianfeng Ning,2022,Phosphorus status and adsorption characteristics of perennial vegetable cultivated soils in south China,113.3,23.18,Guangdong,Guangzhou,,2019,Vegetable,,0-20,,Anthrosols,Anthrosols,6.04,,13.21,7.89,23.2,48.6,28.2,2420,4080,72.85714286,89.62962963,acid ammonium oxalate,,,,,111.75,,,,,1570,312.5,mg/kg,0.041,,L/mg,L/mg,0.039,12.8125,Smax*KL,L/kg,,,,,,,,,,,,,,,,
452,HaiyongXia,2009,有机质含量对石灰性黄潮土和砂姜黑土磷吸附-解析特性的影响,117.65,35.5,Shandong,Pingyi,,,,,0-20,黄潮土,Fluvisols,Fluvisols,6.7,,7.51664,,32,,,,,,,,49.2,,,,79.4,,,,,750,800,mg/kg,0.059,0.059,L/mg,L/mg,,,,,,,,,,,,,,,,,,,,
453,HaiyongXia,2009,有机质含量对石灰性黄潮土和砂姜黑土磷吸附-解析特性的影响,117.65,35.5,Shandong,Pingyi,,,,,0-20,黄潮土,Fluvisols,Fluvisols,6.6,,11.18876,,32,,,,,,,,46.5,,,,71,,,,,700,901,mg/kg,0.061,0.061,L/mg,L/mg,,,,,,,,,,,,,,,,,,,,
454,HaiyongXia,2009,有机质含量对石灰性黄潮土和砂姜黑土磷吸附-解析特性的影响,117.65,35.5,Shandong,Pingyi,,,,,0-20,黄潮土,Fluvisols,Fluvisols,6.9,,24.6532,,32,,,,,,,,50.7,,,,59.5,,,,,730,1050,mg/kg,0.092,0.092,L/mg,L/mg,,,,,,,,,,,,,,,,,,,,
455,HaiyongXia,2009,有机质含量对石灰性黄潮土和砂姜黑土磷吸附-解析特性的影响,117.65,35.5,Shandong,Pingyi,,,,,0-20,黄潮土,Fluvisols,Fluvisols,6.8,,45.5136,,20,,,,,,,,48.4,,,,33,,,,,750,1266,mg/kg,0.11,0.11,L/mg,L/mg,,,,,,,,,,,,,,,,,,,,
456,HaiyongXia,2009,有机质含量对石灰性黄潮土和砂姜黑土磷吸附-解析特性的影响,117.65,35.5,Shandong,Pingyi,,,,,0-20,黄潮土,Fluvisols,Fluvisols,6.6,,53.6164,,20,,,,,,,,45.9,,,,37.1,,,,,780,1152,mg/kg,0.087,0.087,L/mg,L/mg,,,,,,,,,,,,,,,,,,,,
457,HaiyongXia,2009,有机质含量对石灰性黄潮土和砂姜黑土磷吸附-解析特性的影响,117.65,35.5,Shandong,Pingyi,,,,,0-20,黄潮土,Fluvisols,Fluvisols,7,,72.0632,,20,,,,,,,,51.1,,,,38.2,,,,,810,1136,mg/kg,0.063,0.063,L/mg,L/mg,,,,,,,,,,,,,,,,,,,,
458,HaiyongXia,2009,有机质含量对石灰性黄潮土和砂姜黑土磷吸附-解析特性的影响,117.65,35.5,Shandong,Pingyi,,,,,0-20,黄潮土,Fluvisols,Fluvisols,7.2,,76.5456,,20,,,,,,,,52.8,,,,76.2,,,,,880,1031,mg/kg,0.06,0.06,L/mg,L/mg,,,,,,,,,,,,,,,,,,,,
459,HaiyongXia,2009,有机质含量对石灰性黄潮土和砂姜黑土磷吸附-解析特性的影响,118.07,34.86,Shandong,Cangshan,,,,,0-20,砂浆黑土,Phaeozems,Phaeozems,7.1,,15.1712,55,40,,,,,,,,63.4,,,,32,,,,,690,1580,mg/kg,0.085,0.085,L/mg,L/mg,,,,,,,,,,,,,,,,,,,,
460,HaiyongXia,2009,有机质含量对石灰性黄潮土和砂姜黑土磷吸附-解析特性的影响,118.07,34.86,Shandong,Cangshan,,,,,0-20,砂浆黑土,Phaeozems,Phaeozems,6.8,,25.86,,40,,,,,,,,60,,,,12.7,,,,,630,1616,mg/kg,0.09,0.09,L/mg,L/mg,,,,,,,,,,,,,,,,,,,,
461,HaiyongXia,2009,有机质含量对石灰性黄潮土和砂姜黑土磷吸附-解析特性的影响,118.07,34.86,Shandong,Cangshan,,,,,0-20,砂浆黑土,Phaeozems,Phaeozems,7,,40.1692,,35,,,,,,,,62.5,,,,10.1,,,,,670,1733,mg/kg,0.108,0.108,L/mg,L/mg,,,,,,,,,,,,,,,,,,,,
462,HaiyongXia,2009,有机质含量对石灰性黄潮土和砂姜黑土磷吸附-解析特性的影响,118.07,34.86,Shandong,Cangshan,,,,,0-20,砂浆黑土,Phaeozems,Phaeozems,7.1,,52.582,,32,,,,,,,,63.7,,,,7.5,,,,,690,1767,mg/kg,0.122,0.122,L/mg,L/mg,,,,,,,,,,,,,,,,,,,,
